"filename", "language", "PHP", "comment", "blank", "total"
"e:\xampp 8.1\htdocs\army\vpcms\routes\api.php", "PHP", 10, 13, 9, 32
"e:\xampp 8.1\htdocs\army\vpcms\routes\channels.php", "PHP", 5, 10, 4, 19
"e:\xampp 8.1\htdocs\army\vpcms\routes\console.php", "PHP", 6, 10, 4, 20
"e:\xampp 8.1\htdocs\army\vpcms\routes\web.php", "PHP", 116, 15, 38, 169
"Total", "-", 137, 48, 55, 240
